City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,mitsamiouli,-11.3847,43.2844,80.53,77,9,3.87,KM,1675210289
367,jinzhou,41.1078,121.1417,22.06,33,0,19.73,CN,1675210289
368,san vicente,-26.6167,-54.1333,67.55,97,19,3.09,AR,1675210130
369,zalegoshch,52.9008,36.8869,27.19,94,100,8.66,RU,1675210290
370,klin,56.3333,36.7333,27.55,94,96,7.52,RU,1675210291
371,port-cartier,50.0334,-66.8654,-1.35,86,92,8.57,CA,1675210292
372,coahuayana,18.7333,-103.6833,79.23,62,2,4.79,MX,1675210292
373,saint anthony,45.0205,-93.218,8.53,62,20,6.91,US,1675210293
374,coihaique,-45.5752,-72.0662,65.01,39,0,6.91,CL,1675210293
375,marrakesh,31.6315,-8.0083,51.87,50,40,3.44,MA,1675210035
376,coolum beach,-26.5333,153.1,85.1,80,64,7.34,AU,1675210294
377,zyryanka,65.75,150.85,-13.68,95,97,6.24,RU,1675210294
378,lavrentiya,65.5833,-171.0,20.26,97,100,0.92,RU,1675210295
379,noshiro,40.2039,140.0242,31.44,93,99,11.18,JP,1675210295
380,pimentel,-6.8367,-79.9342,77.29,65,0,13.8,PE,1675210296
381,berdigestyakh,62.0989,126.6992,-30.44,97,100,7.05,RU,1675210185
382,homer,59.6425,-151.5483,36.77,88,100,1.99,US,1675210296
383,longyan,25.1072,117.0225,58.66,83,91,1.07,CN,1675210297
384,ketchikan,55.3422,-131.6461,42.78,93,100,5.75,US,1675210297
385,lanxi,29.2195,119.477,49.42,69,0,1.19,CN,1675210298
386,vilyuysk,63.7553,121.6247,-26.68,95,98,7.56,RU,1675210298
387,takoradi,4.8845,-1.7554,79.21,86,93,3.65,GH,1675210299
388,valdivia,-39.8142,-73.2459,73.49,52,0,2.21,CL,1675210145
389,praia da vitoria,38.7333,-27.0667,54.75,86,82,10.89,PT,1675210300
390,general roca,-39.0333,-67.5833,69.62,44,100,8.61,AR,1675210300
391,gorontalo,0.5412,123.0595,79.16,88,97,3.44,ID,1675210300
392,lumeje,-11.55,20.7833,61.84,95,91,3.49,AO,1675210301
393,borogontsy,62.6683,131.1683,-31.94,98,100,2.66,RU,1675210301
394,urambo,-5.0667,32.05,63.23,96,89,1.59,TZ,1675210302
395,becerril,9.7041,-73.2793,79.74,54,5,8.43,CO,1675210302
396,najran,17.4924,44.1277,62.2,37,17,3.8,SA,1675210303
397,nantucket,41.2835,-70.0995,34.14,67,100,12.66,US,1675210303
398,santa maria,-29.6842,-53.8069,81.12,31,4,3.58,BR,1675210304
399,russell,32.3502,-85.1999,65.35,88,40,0.0,US,1675210258
400,wilmington,34.2257,-77.9447,59.0,87,100,1.01,US,1675210304
401,karaton,-6.3424,106.1045,74.91,91,100,0.34,ID,1675210305
402,aginskoye,51.1,114.53,-6.0,90,6,8.25,RU,1675210305
403,honningsvag,70.9821,25.9704,33.55,80,75,25.32,NO,1675210306
404,souillac,-20.5167,57.5167,78.15,80,89,11.34,MU,1675210306
405,dickinson,29.4608,-95.0513,44.98,92,100,17.27,US,1675210194
406,barcelos,41.5388,-8.6151,43.68,79,31,4.16,PT,1675210307
407,lakes entrance,-37.8811,147.981,72.16,67,90,7.05,AU,1675210307
408,defiance,41.3334,-84.45,18.07,67,0,3.44,US,1675210254
409,leh,34.1667,77.5833,-1.23,89,77,3.4,IN,1675210308
410,sterling,39.0062,-77.4286,37.15,91,100,5.01,US,1675210148
411,clyde,41.3042,-82.9752,17.56,70,34,7.67,US,1675210309
412,koronowo,53.3137,17.937,37.53,91,100,19.24,PL,1675210309
413,dharampur,20.5333,73.1833,68.09,56,11,5.19,IN,1675210310
414,vao,-22.6667,167.4833,78.87,76,78,10.36,NC,1675210310
415,baykit,61.67,96.37,-8.43,100,100,0.94,RU,1675210311
416,manzhouli,49.6,117.4333,-8.75,92,7,10.49,CN,1675210048
417,clarence town,-32.5833,151.7833,80.82,52,35,6.4,AU,1675210311
418,kirkuk,35.4681,44.3922,49.37,77,100,7.16,IQ,1675210312
419,yerbogachen,61.2767,108.0108,-32.28,100,83,2.82,RU,1675210312
420,kontagora,10.3999,5.4695,78.96,16,34,6.13,NG,1675210313
421,saint-georges,12.0564,-61.7485,74.53,75,0,8.21,GD,1675210313
422,kasongo-lunda,-6.4667,16.8167,69.1,96,89,2.08,CD,1675210314
423,olafsvik,64.8945,-23.7142,30.61,77,100,25.52,IS,1675210314
424,kudahuvadhoo,2.6708,72.8944,79.54,73,100,8.9,MV,1675210314
425,kralendijk,12.15,-68.2667,76.98,78,75,5.75,BQ,1675210315
426,acapulco,16.8634,-99.8901,82.22,74,0,8.05,MX,1675210179
427,ponta delgada,37.7333,-25.6667,56.12,76,75,3.44,PT,1675210316
428,mackay,-21.15,149.2,86.68,78,94,10.92,AU,1675210316
429,svetlaya,46.5389,138.3297,8.64,63,90,3.56,RU,1675210316
430,mana,5.6592,-53.7767,74.53,90,70,5.41,GF,1675210317
431,safranbolu,41.2508,32.6942,31.32,88,100,0.67,TR,1675210317
432,denizli,37.8402,29.0698,34.84,76,94,3.04,TR,1675210318
433,koundara,12.4833,-13.3,79.56,13,15,5.93,GN,1675210318
434,northam,51.0333,-4.2167,47.61,80,88,18.21,GB,1675210319
435,palana,59.1167,159.9667,12.83,88,100,9.89,RU,1675210319
436,pundaguitan,6.3711,126.1689,80.17,79,37,16.2,PH,1675210320
437,codrington,-38.2667,141.9667,60.58,69,94,15.26,AU,1675210320
438,nanga eboko,4.6833,12.3667,70.72,69,59,2.21,CM,1675210045
439,tilichiki,60.4667,166.1,10.02,93,100,8.86,RU,1675210321
440,kota tinggi,1.7381,103.8999,78.33,97,100,3.36,MY,1675210321
441,gainesville,29.6516,-82.3248,74.95,62,0,3.44,US,1675210274
442,isangel,-19.55,169.2667,82.29,75,100,2.98,VU,1675210322
443,minusinsk,53.7103,91.6875,-5.78,100,100,2.42,RU,1675210323
444,redlands,34.0556,-117.1825,61.02,24,0,9.22,US,1675210324
445,shitanjing,39.2342,106.3439,15.19,33,5,6.46,CN,1675210324
446,constanta,44.1833,28.65,32.68,89,80,13.2,RO,1675210325
447,muncie,40.1934,-85.3864,21.7,71,0,6.91,US,1675210163
448,comodoro rivadavia,-45.8667,-67.5,68.52,43,20,25.57,AR,1675210081
449,paranhos,-23.8928,-55.4311,68.97,98,68,3.69,BR,1675210326
450,lydenburg,-25.0978,30.4597,61.39,97,94,1.86,ZA,1675210326
451,solms,50.7667,9.6,39.94,96,72,10.89,DE,1675210327
452,bubaque,11.2833,-15.8333,77.31,68,3,16.06,GW,1675210327
453,hoyanger,61.2204,6.0749,36.3,99,100,4.5,NO,1675210328
454,havre-saint-pierre,50.2334,-63.5986,0.0,95,55,5.19,CA,1675210328
455,fare,-16.7,-151.0167,81.03,75,68,14.94,PF,1675210329
456,frederick,39.4668,-77.3997,37.04,84,100,4.99,US,1675210084
457,laguna,38.421,-121.4238,57.09,36,0,4.61,US,1675210329
458,bilibino,68.0546,166.4372,3.52,92,54,6.42,RU,1675210330
459,buldana,20.5333,76.1833,61.54,62,23,6.29,IN,1675210331
460,xining,36.6167,101.7667,20.19,34,52,1.59,CN,1675210130
461,lasa,46.6166,10.7002,29.03,87,47,6.76,IT,1675210332
462,chioggia,45.2256,12.2889,35.11,76,42,5.77,IT,1675210332
463,banyo,6.75,11.8167,70.27,27,10,4.88,CM,1675210047
464,kaitangata,-46.2817,169.8464,69.39,76,100,3.56,NZ,1675210333
465,aksay,47.26,39.87,38.25,77,100,5.99,RU,1675210334
466,simao,22.7886,100.9748,49.48,86,4,0.94,CN,1675210334
467,novoorsk,51.381,58.9813,-7.82,100,85,3.98,RU,1675210335
468,sulangan,11.1373,123.7228,79.12,84,40,13.73,PH,1675210335
469,kaeo,-35.1,173.7833,72.32,93,66,7.38,NZ,1675210336
470,libreville,0.3925,9.4537,78.64,79,52,6.06,GA,1675210336
471,necochea,-38.5473,-58.7368,65.34,84,54,12.37,AR,1675210337
472,umba,66.6871,34.3429,16.81,96,100,6.89,RU,1675210338
473,henties bay,-22.116,14.2845,64.44,84,31,6.93,NA,1675210338
474,marang,5.2056,103.2059,74.98,86,100,5.03,MY,1675210339
475,vila,42.0304,-8.1588,31.08,76,21,3.94,PT,1675210339
476,ambulu,-8.345,113.6058,76.78,90,100,2.98,ID,1675210340
477,nelson bay,-32.7167,152.15,78.1,73,85,10.0,AU,1675210340
478,aksarka,66.5606,67.7975,13.96,94,100,14.32,RU,1675210341
479,westerland,54.9079,8.3033,42.82,75,75,29.93,DE,1675210341
480,roebourne,-20.7833,117.1333,90.03,51,12,2.95,AU,1675210342
481,kushmurun,52.4503,64.6311,-2.43,99,65,7.27,KZ,1675210342
482,sokoni,-6.4333,39.55,79.16,80,31,7.67,TZ,1675210343
483,vazhiny,60.9644,34.0222,24.98,95,99,7.23,RU,1675210343
484,cervo,43.6702,-7.4101,51.96,79,71,9.91,ES,1675210344
485,fort saint james,54.4333,-124.25,25.14,97,100,1.43,CA,1675210344
486,riyadh,24.6877,46.7219,62.74,24,56,14.18,SA,1675210262
487,kargasok,59.0556,80.8572,-4.04,99,36,5.39,RU,1675210345
488,panguna,-6.3164,155.4848,80.56,67,94,3.27,PG,1675210346
489,abu kamal,34.4506,40.9171,48.38,69,46,9.19,SY,1675210346
490,luganville,-15.5333,167.1667,85.14,66,79,2.33,VU,1675210347
491,katsuura,35.1333,140.3,50.02,57,10,13.06,JP,1675210347
492,waddan,29.1614,16.139,49.03,68,35,8.43,LY,1675210348
493,narsaq,60.9167,-46.05,19.62,94,100,1.25,GL,1675210348
494,mezen,65.8522,44.24,28.65,94,100,14.52,RU,1675210349
495,ranghulu,46.65,124.8667,7.14,94,100,9.69,CN,1675210349
496,okhotsk,59.3833,143.3,-1.05,96,100,11.88,RU,1675210350
497,roros,62.5747,11.3842,4.84,85,100,0.0,NO,1675210350
498,progreso,21.2833,-89.6667,83.1,78,37,14.38,MX,1675210351
499,banikoara,11.2985,2.4386,76.91,9,65,5.32,BJ,1675210268
500,banjar,-8.19,114.9675,80.55,84,100,2.71,ID,1675210352
501,alice springs,-23.7,133.8833,71.15,88,100,8.05,AU,1675210352
502,north myrtle beach,33.816,-78.68,63.12,96,100,5.75,US,1675210353
503,cascais,38.6979,-9.4215,51.06,69,0,13.0,PT,1675210353
504,xai-xai,-25.0519,33.6442,74.28,78,51,6.38,MZ,1675210354
505,beloha,-25.1667,45.05,68.95,77,12,13.67,MG,1675210354
506,constantine,36.365,6.6147,35.01,80,40,2.3,DZ,1675210355
507,tha chang,9.2642,99.1922,76.21,87,62,2.75,TH,1675210355
508,dakar,14.6937,-17.4441,67.08,74,4,18.95,SN,1675210355
509,jinka,5.65,36.65,67.64,52,75,3.29,ET,1675210356
510,rovaniemi,66.5,25.7167,-4.63,100,86,2.17,FI,1675210357
511,nichinan,31.6,131.3667,52.74,71,58,3.24,JP,1675210357
512,matagami,49.7502,-77.6328,6.91,85,100,6.91,CA,1675210357
513,leova,46.4786,28.2553,25.23,93,24,4.07,MD,1675210358
514,watsa,3.0372,29.5355,67.28,54,32,2.86,CD,1675210358
515,plouzane,48.3833,-4.6167,46.72,84,100,6.91,FR,1675210359
516,milkovo,54.7167,158.6167,7.2,82,17,4.63,RU,1675210359
517,jiangyou,31.7667,104.7167,47.55,50,0,4.36,CN,1675210360
518,kumluca,36.3703,30.2869,49.77,59,100,2.75,TR,1675210360
519,paarl,-33.7338,18.9752,67.01,83,1,2.8,ZA,1675210361
520,severnyy,50.677,36.5532,28.44,93,100,4.47,RU,1675210361
521,chicama,-7.8447,-79.1469,68.54,64,51,6.04,PE,1675210361
522,umm lajj,25.0213,37.2685,64.47,46,30,9.64,SA,1675210362
523,shelburne,44.0787,-80.2041,9.59,80,91,6.8,CA,1675210362
524,davila,18.4726,120.5763,76.37,65,3,2.3,PH,1675210363
525,campos altos,-19.6961,-46.1714,65.53,91,92,2.73,BR,1675210156
526,shingu,33.7333,135.9833,46.31,59,19,4.27,JP,1675210364
527,kjopsvik,68.097,16.3742,26.47,94,93,6.26,NO,1675210364
528,muros,42.7762,-9.0603,44.1,87,35,11.63,ES,1675210365
529,padang,-0.9492,100.3543,73.45,89,100,4.12,ID,1675210365
530,batagay,67.6333,134.6333,-23.75,97,100,3.44,RU,1675210366
531,praya,14.9215,-23.5087,69.62,76,54,16.2,CV,1675210366
532,sokolo,14.7328,-6.1219,70.59,10,94,9.53,ML,1675210367
533,champoton,19.35,-90.7167,77.43,77,67,9.31,MX,1675210367
534,burns lake,54.2331,-125.7533,27.1,95,100,2.89,CA,1675210368
535,chalon-sur-saone,46.7833,4.85,40.98,91,100,3.44,FR,1675210368
536,wangaratta,-36.3667,146.3333,78.48,42,1,7.94,AU,1675210369
537,aktanysh,55.7216,54.0829,22.96,88,100,12.41,RU,1675210369
538,platanos,37.6667,21.6167,44.08,84,9,4.81,GR,1675210370
539,eseka,3.65,10.7667,72.82,98,44,1.77,CM,1675210370
540,north bend,43.4065,-124.2243,49.91,65,0,9.22,US,1675210371
541,santa marta,11.2408,-74.199,81.9,64,8,18.99,CO,1675210339
542,inongo,-1.95,18.2667,72.88,84,63,4.59,CD,1675210372
543,nuuk,64.1835,-51.7216,4.59,94,92,14.94,GL,1675210372
544,kaminskiy,57.1516,41.4732,26.38,95,99,12.26,RU,1675210373
545,ricany,49.9917,14.6543,39.96,81,99,19.17,CZ,1675210373
546,toamasina,-18.1667,49.3833,76.77,89,95,7.81,MG,1675210374
547,santa maria del oro,25.9333,-105.3667,68.5,28,72,20.67,MX,1675210374
548,westport,41.1415,-73.3579,37.38,58,20,9.22,US,1675210181
549,praia,14.9215,-23.5087,69.62,76,54,16.2,CV,1675210366
550,eureka,40.8021,-124.1637,55.2,51,98,5.01,US,1675210197
551,virginia beach,36.8529,-75.978,47.01,96,100,11.5,US,1675210099
552,sar-e pul,35.8333,66.1667,40.05,56,100,13.53,AF,1675210375
553,torrington,41.8007,-73.1212,30.11,64,34,1.99,US,1675210376
554,tura,25.5198,90.2201,60.44,55,96,2.3,IN,1675210376
555,ilulissat,69.2167,-51.1,-0.38,71,20,5.75,GL,1675210377
556,puerto ayacucho,5.6639,-67.6236,80.11,44,2,5.21,VE,1675210377
557,tashtyp,52.7939,89.8983,0.91,97,90,2.44,RU,1675210378
558,biu,10.6129,12.1946,74.34,18,99,7.52,NG,1675210378
559,tongren,27.7172,109.1853,50.18,70,3,2.24,CN,1675210379
560,tucuman,-26.8241,-65.2226,77.52,73,6,4.25,AR,1675210267
561,tual,-5.6667,132.75,83.62,74,82,10.04,ID,1675210379
562,san pedro,14.35,121.0167,79.32,73,71,10.45,PH,1675210380
563,iglesias,39.3114,8.535,40.78,83,48,1.9,IT,1675210380
564,boundiali,9.5217,-6.4869,75.47,17,4,3.29,CI,1675210381
565,olinda,-8.0089,-34.8553,79.83,74,100,9.78,BR,1675210279
566,nanjing,32.0617,118.7778,45.66,53,52,6.96,CN,1675210382
567,mae sai,20.4335,99.8762,59.13,75,42,1.74,TH,1675210382
568,vila franca do campo,37.7167,-25.4333,55.81,83,76,7.29,PT,1675210382
569,nhulunbuy,-12.2333,136.7667,86.61,74,20,12.66,AU,1675210383
570,batticaloa,7.7102,81.6924,75.11,92,100,17.94,LK,1675210384
571,teya,60.3778,92.6267,2.16,98,100,2.86,RU,1675210384
572,aksu,41.1231,80.2644,12.27,86,60,3.49,CN,1675210384
573,mpulungu,-8.7623,31.1141,70.12,81,30,4.27,ZM,1675210385
574,dingle,10.9995,122.6711,77.79,89,47,10.45,PH,1675210385
575,aden,12.7794,45.0367,74.84,66,2,15.26,YE,1675210386
576,montelimar,44.5584,4.7509,44.53,84,40,12.88,FR,1675210386
577,doka,13.5167,35.7667,76.33,24,49,8.7,SD,1675210387
578,paysandu,-32.3214,-58.0756,84.6,33,0,15.39,UY,1675210387
579,owando,-0.4819,15.8999,74.73,66,63,1.16,CG,1675210388
580,marystown,47.1666,-55.1483,29.73,97,100,3.13,CA,1675210388
581,qaqortoq,60.7167,-46.0333,13.73,90,100,2.68,GL,1675210389
582,brazzaville,-4.2658,15.2832,74.71,86,89,1.28,CG,1675210389
